object_label,context,utterance,filename,topic,object_id,ref_type,plurality,recording_id,segment_id
a PC,The PC sits on the desk by the window.,"Yes, and, and you write, you're not a digital writer, you write on paper. Oh, nice. But I see you have a... a PC",hsi_5_0718_210_002_68_000_color.png,Laptop_b59db75f,Laptop_b59db75f,exact,single,hsi_5_0718_210_002,68
chair,The beautiful chair with a dream catcher design sits in the reading corner.,"I mean, because look at this. I mean, would, would a crazy person have, have a beautiful chair like this? See, look at this. It has a nice design in the back, right? It's almost like a dream catcher. Yeah, yeah, yeah, yeah, because that's, that's my reading chair, actually, yeah.",hsi_6_0718_210_001_34_001_color.png,Chair_c6d435d0,Chair_c6d435d0,exact,single,hsi_6_0718_210_001,34
this wall,The statue is placed on a glass shelf on this wall.,Yeah. Because... No uh yes... And it has the the foot there. So maybe have... something What I think would be nice is to have a glass shelf so that you don't eh... It looks like it's floating in the air. So I I think you should have it on this wall.,hsi_5_0718_209_003_44_001_color.png,Statue_7e71d98f,wall,exact,single,hsi_5_0718_209_003,44
table,The coffee table sits near the window.,"have to go over there. So there's desk. There's the Ahh The bureau! Let's call it a bureau. It's not really but that's the name right now. So desk, bureau and the couch And that also opens up for the window and then this pss table, I just think maybe get rid of that big table.",hsi_4_0717_209_003_36_002_color.png,coffee table,coffee table,exact,single,hsi_4_0717_209_003,36
Another painting,Another painting hangs next to the television.,"Yeah, so. Where to start? Well. Oh Oh Oh. I'm sorry, I'm taken, I'm sorry. UUhhhh Well, you see I have this nice little painting here, right? It's nice, it's next, next to the television. Yeah. Another painting over there, it's also nice.",hsi_6_0718_210_001_14_000_color.png,Painting_0f25d3f4_2,Painting_0f25d3f4_2,exact,single,hsi_6_0718_210_001,14
the fireplace,The electric fireplace stands behind you.,"[spn] there's like a button here. Yeah, this, this remote, it's not just for the television. The remote also turns on the tele, uh the the the, the fireplace",hsi_6_0718_222_001_21_000_color.png,fireplace,fireplace,exact,single,hsi_6_0718_222_001,21
that table,The large coffee table dominates the space near the sofa.,"the sofa that would be nice And towards the color I would go for something lighter and then I would just put a little bit of a pop of color with some pillows or some other um you know decorations that you can put on like a little blanket or something like this. Uh I think that table is, uh, I mean, for that placement, it's really big.",hsi_7_0719_209_003_21_000_color.png,CoffeeTable_0f0649ce,CoffeeTable_0f0649ce,exact,single,hsi_7_0719_209_003,21
the table,The table with drawers is positioned near the TV.,"And eh, then we just move the the TV table, you know? So we move it... Yep, towards there. And we have to put up the painting a little bit higher, so it doesn't it's become too close to the table.",hsi_3_0715_227_004_65_002_color.png,Drawers,DiningTable_d80cf940,exact,single,hsi_3_0715_227_004,65
that lamp,The floor lamp stands near the entrance.,"Yes, you have to remove that, and... because that lamp is eh f- from my grandmother and I.... My god. Lucky you told me because oh if if if if Okay, but have you glued it on, or is it eh just put l- like... Ah, okay, thank God for that, because... uh... it would be really, really sad if that lamp got uh ff damaged in any way, so. Okay, so y- yes, I would like to to remove that, of course.",hsi_5_0718_209_002_60_000_color.png,FloorLamp_4062327b,FloorLamp_4062327b,exact,single,hsi_5_0718_209_002,60
the flooring,The gray flooring lies beneath the dresser.,"Maybe you don't want so much information incoming. Same with the with the mm pictures. Maybe you just should keep one or two because more than that is ah... Yeah, of course. Ah... I mean, I think in this case, you should decide because ah so the flooring is gray.",hsi_7_0719_209_003_12_000_color.png,Dresser_29dd319f,floor,exact,single,hsi_7_0719_209_003,12
paint,"The painting hangs above the furniture, creating a focal point in the room.","Yeah, that's true. That's true. You're you're totally right. Um. Yeah. Maybe I should move it to the bedroom and then bring... ah the other one in the bedroom is ah blue. So I think it would make a little bit more of con- contrast. Mhm. Yeah. Yeah, actually... actually it is. Eh it it it makes a really nice cont- contrast and I think it's really nice because it's the center of attention of this whole part here because I have the furniture here and then the paint on top. It's really nice I think it makes a focal area.",hsi_7_0719_209_001_45_003_color.png,Painting_0db0fb84,Painting_0db0fb84,exact,single,hsi_7_0719_209_001,45
the lamp,The lamp stands beside the chair.,"And the lamp, you know, you shouldn't have a cloth. You should have this brush. Did you use the brush for the lamp? So one big, one middle and one small brush that you can use for the lamp.",hsi_3_0715_227_003_57_000_color.png,FloorLamp_014221fc,FloorLamp_014221fc,exact,single,hsi_3_0715_227_003,57
curtain,A remote-controlled curtain covers the large window for privacy.,"And then of course what we should have to do You know there's a new technique now where you put a screen there are special windows that they're like this, but when you Use a remote they are frosted so you can't see inside Because it's really you can't have much privacy in here if you invite Your boyfriend or anything and you want to cuddle or something so then you can just if you want to see and have privacy and feel even if you're alone it can be so I either use that frosting or create a curtain here where that's also handled by remote control to like a cinema curtain that goes",hsi_5_0718_211_003_46_002_color.png,Window_4c44c73f,Window_4c44c73f,exact,single,hsi_5_0718_211_003,46
the couch,The couch is in the living room.,"It's looks dirty here. You didn't clean the couch very well, I'm sorry, but",hsi_3_0715_227_002_7_000_color.png,sofa,Sofa_8bd689dc,exact,single,hsi_3_0715_227_002,7
the big screen,The big screen hangs where the painting used to be.,"for the style. No, I think it's, it's okay. I think it's all gets along, but you should have maybe hmm, could have more. It's a little bit empty here, for example. And this painting, you have to change it place with the big screen.",hsi_3_0715_210_011_67_002_color.png,painting,Television_01800a8c,exact,single,hsi_3_0715_210_011,67
the couch,The couch is placed opposite the TV.,"Yes, it's a little bit... Uh, you know, hiding the painting, doesn't give it the the its value correctly. I see what you meant, but uh no, it doesn't work. Yes, thank you. And we should have, so, if you have the TV here, you should have the coach like, like there.",hsi_3_0715_227_004_19_001_color.png,television,Sofa_8bd689dc,exact,single,hsi_3_0715_227_004,19
that lamp,The floor lamp stands beside the armchair.,"Ah... Is it easy to remove? I hope so, because that's a very important lamp to me. So... so uh, Oh, I didn't see that. Yes, you have to remove that, and... because that lamp is eh f- from my grandmother and I....",hsi_5_0718_209_002_56_000_color.png,FloorLamp_4062327b,FloorLamp_4062327b,exact,single,hsi_5_0718_209_002,56
the keys,The keys hang by the door.,"Ah, but yeah, I mean, I I maybe should set something next to door. And then ah just ah to leave things there. Cause yeah, that might be you might be right. Uh, there are a couple of things. But I was thinking of putting something to actually, um stand out, like a central piece. I mean, this is ah, the keys, of the apartment.",hsi_7_0719_227_002_53_000_color.png,KeyChain_350e8f40,KeyChain_350e8f40,exact,single,hsi_7_0719_227_002,53
the table,The chair is positioned at the table with the computer and the painting next to it.,"Yeah, this bla, black color is really... eh, I like the style. Where did you buy that? Uh. Oh yeah yeah [loud click noise], I would love to. I think I would like to have the same. It fits very well at the table with the computer and the, and the painting just next to it.",hsi_3_0715_209_008_23_001_color.png,Chair_204_2,Desk_204_1,exact,single,hsi_3_0715_209_008,23
an old antique carpet,An old antique carpet lies beneath the coffee table.,"quite delicate but it's the original uh towel so it's uh but I I think maybe i should have to to get some kind of uh glass cover for it so it doesn't... Yeah. Yes eh and and eh, as you can see it's also it's it's like that eh jaguar eh and also that one and then it's eh like carpet it's a real carpet ah and eh what I mean by that is that it's eh an old antique carpet",hsi_5_0718_222_002_50_005_color.png,Rug,Rug,exact,single,hsi_5_0718_222_002,50
bear,The teddy bear sits on the couch.,"Uh, no, no, that's, that's, uh, that's my, that's my friend. Yeah. He's, he's, he just happens to be a stuffed, stuffed bear.",hsi_6_0718_211_001_11_001_color.png,teddy bear,Teddy_Bear_1,exact,single,hsi_6_0718_211_001,11
that box,The box sits on the table.,"Eh yes, I'm I'm doing some, so so that box, eh, I just eh took up that statue. Eh, so the statue was in that box, so I haven't removed it yet, so I forgot.",hsi_5_0718_227_001_13_001_color.png,Box_c423d56d_2,Box_c423d56d_2,exact,single,hsi_5_0718_227_001,13
the coach,The sofa needs cleaning.,Yeah. To give me back something clean because you didn't tell me it was not clean when you came. So I would like to you to clean up here in the coach.,hsi_3_0715_227_002_22_000_color.png,sofa,Sofa_8bd689dc,exact,single,hsi_3_0715_227_002,22
the carpet,The carpet with red accents lies on the floor.,"And I think also you could put some color with the with the pillows because these pillows are like really dark. And... Ah... I I w- I would use a little bit more, more color because in the carpet you have red so I would just give pops of red if you want.",hsi_7_0719_222_004_36_000_color.png,pillow,Rug,exact,single,hsi_7_0719_222_004,36
the sofa,The sofa sits underneath the paintings.,"where do we put the television if we put the couch over there, hmm,  because it's so much whe-where it depends on because okay let's remove that one but then uh the shelf with the artwork and then but those paintings are so nice so you you want to have them i thought of putting the yeah but you could have both that one that you put, uh, next to that one and the sofa underneath but where do we put, uh, could you think of, uh, getting another lamp because that takes a lot of space actually",hsi_5_0718_211_003_52_002_color.png,painting,Sofa_b5c02446,exact,single,hsi_5_0718_211_003,52
the TV,The TV is mounted on the wall above the fireplace.,Okay. You can have it for hundred bucks. Yeah. Yeah. Cool. Yeah. And all the lights are working. That's good. And how about the TV?,hsi_4_0717_209_002_47_000_color.png,Television_002818f8,Television_002818f8,exact,single,hsi_4_0717_209_002,47
this credit card,The credit card lies on the couch.,"And those blue pillows, are they from you? The blue pillows! Ooh, I don't think so. Was it? What's this credit card doing here?",hsi_4_0717_227_003_24_000_color.png,CreditCard_c655b727,CreditCard_c655b727,exact,single,hsi_4_0717_227_003,24
that light,The floor lamp stands near the desk.,"And of course I will be sitting over there. I really like how the light shines in By where the desk is. So even though I'm working on my computer, I can get some sunlight. Yeah. Well then I'll just have to turn that light off.",hsi_4_0717_211_001_72_000_color.png,FloorLamp_75348c2c,FloorLamp_75348c2c,exact,single,hsi_4_0717_211_001,72
it's a plasma,The plasma TV is mounted on the living room wall.,"Well, the TV's just a TV, so.... Ah. Eh, this one. Eh it's It's a, no and it's a plasma.",hsi_5_0718_222_002_81_001_color.png,Television_f9d000b1,Television_f9d000b1,exact,single,hsi_5_0718_222_002,81
a couch,The couch is positioned against the wall.,"Well, I think maybe one should Take. since this couch is, well, there's a couch and a",hsi_4_0717_209_003_12_001_color.png,sofa,sofa,exact,single,hsi_4_0717_209_003,12
this space,The sofa is positioned to open up the space.,"since this couch is, well, there's a couch and a and a chair, right? And we can put that over in that corner? And one can be... the long one can be... the couch can be that way and then the Couch can be next to it. I think that would open up this space.",hsi_4_0717_209_003_16_001_color.png,sofa,room,exact,single,hsi_4_0717_209_003,16
the laptop,The laptop sits on the main table.,"Yeah, sometimes I I I work. I was just checking some some things from work. Yeah, it has been there. I mean... Ah, yeah, I should maybe purchase a auxiliary table for the laptop.",hsi_7_0719_210_001_40_000_color.png,Laptop_b59db75f,Laptop_b59db75f,exact,single,hsi_7_0719_210_001,40
the TV,A house plant sits by the TV.,Did you also water the plants? Both. We have one over there. By the TV and also one in the window.,hsi_4_0717_211_002_50_000_color.png,house plant,Television_f5fb6360,exact,single,hsi_4_0717_211_002,50
a desk,The desk is placed in the beautiful room.,"w- w- w- what did you have in mind? W- what's your... what turns you on like designer wise? Yeah. Yes, and and now you have [spn] like the the the desk there. Why why do you have a desk in this beautiful room? And and why do you have the sofa?",hsi_5_0718_209_003_4_001_color.png,Desk_204_1,Desk_204_1,exact,single,hsi_5_0718_209_003,4
The bureau,The bureau stands near the desk and couch.,"Area for riding and stuff over there. And then this, yeah, I think maybe this big furniture would have to go over there. So there's desk. (Swedish under the breath) (in Swedish quietly) Ahh The bureau! Let's call it a bureau. It's not really but that's the name right now. So desk, bureau and the couch",hsi_4_0717_209_003_35_000_color.png,dresser,dresser,exact,single,hsi_4_0717_209_003,35
the windows,The windows are located on the east-facing side of the room.,"Or that one? The plant in the middle of the couches? Yeah. Ah. That one, it seems like it doesn't have enough light because it's a little bit sad. So I would just put them really, really next to the windows and where the sun comes because you're not facing south here, you're facing east.",hsi_7_0719_227_003_66_001_color.png,house plant,Windows,exact,single,hsi_7_0719_227_003,66
that book,The book sits on the stool at the end of the table.,"I have one literary inspiration, though. It's actually that book right there.",hsi_6_0718_209_001_125_000_color.png,Book_7e290dff,Book_7e290dff,exact,single,hsi_6_0718_209_001,125
the table,The table stands on the gray flooring.,"Ah... I mean, I think in this case, you should decide because ah so the flooring is gray. So uh I don't know if the furniture should be gray, same as the floor, or you want to keep this um this color because Mm. Eh no, the tables, the table and the and the furniture there.",hsi_7_0719_209_003_15_001_color.png,tables,CoffeeTable_0f0649ce,exact,single,hsi_7_0719_209_003,15
the sofa,The sofa is positioned facing away from the fireplace.,"Yeah. And, and have you heard of Feng Shui? Yes. So uh be- because that's South and that's North. And, and you never ever want to have your back, uh this way because you know, ff someone could come in and murder you or cut your throat or an- anything. So you really want to have the couch so that your... safe so you can see if something... and of course, eh wh- what I think would be nice is that [smack] because you you have that fireplace there and and do does it work? It does! Because then I think you should [smack] maybe if we could get rid of the sofa and the armchair and get something that was...",hsi_5_0718_209_003_10_003_color.png,Sofa_dcb895fb,Sofa_dcb895fb,exact,single,hsi_5_0718_209_003,10
mat,The Persian rug lies on the floor.,"o welcome How do you like my my apartment? Yeah. Yeah. Yeah, yeah, me too. Actually, [laugh], you know, this is Persian eh mat, but it's not from Iran.",hsi_3_0715_210_010_5_001_color.png,rug,Rug,exact,single,hsi_3_0715_210_010,5
statue,The white statue of a lady stands next to the door.,"It's really hard to pick actually. But I think that statue there, the white one, the lady.",hsi_7_0719_227_002_100_000_color.png,FertilityStatue_dcd19fe9,FertilityStatue_dcd19fe9,exact,single,hsi_7_0719_227_002,100
the painting,The painting hangs on the wall.,"What did you do to the painting? No, it's... You cleaned the painting.",hsi_7_0719_211_004_23_000_color.png,Painting_5ebe949b,Painting_5ebe949b,exact,single,hsi_7_0719_211_004,23
a box,A box sits in the corner.,I don't know what's over in that corner. Is that a box?,hsi_4_0717_210_003_60_000_color.png,Box_acb44c64,Box_acb44c64,exact,single,hsi_4_0717_210_003,60
watch,The television sits unused in the living room.,"Well, the TV's just a TV, so.... Ah. Eh, this one. Eh it's It's a, no and it's a plasma. Eh I still I I I don't look at it because you see it's quite thick and I don't eh watch it so much. Eh. Mostly I watch films on my computer. Ah, because if you have guests, and and as I said, I watch [breath] some sports. I'm not a sports fan, [breath] but if I want to see something and if you invite someone home, you could eh watch the TV.",hsi_5_0718_222_002_83_000_color.png,Television_f9d000b1,Television_f9d000b1,exact,single,hsi_5_0718_222_002,83
old black and white one,The old black and white painting hangs above the TV.,"And then you have those. Paintings or photos. That maybe. So, if the TV's there, that has to be moved because the TV will be there. Uh, this old black and white one.",hsi_4_0717_211_003_48_000_color.png,painting,Painting_5ebe949b,exact,single,hsi_4_0717_211_003,48
that couch,The couch is positioned in front of the dog bed.,"Oh, yeah, there's like uh there's like a little ej I said not pets There's a there's a there's a dog bed behind that couch.",hsi_6_0718_210_002_84_001_color.png,DogBed_d4afafd0,Sofa_b5cc7b35,exact,single,hsi_6_0718_210_002,84
a palm tree,A palm tree stands behind the sofa.,"[spn] you might have you or your dog might eaten it and have replaced it with whatever this monstrosity is, this little baby monstrosity. Because it it used to be like uh like a big big flower thingy. And now it's like, what is this, like a palm tree? Yes, it's a palm tree.",hsi_6_0718_210_002_136_001_color.png,TropicalPlantLarge (2),TropicalPlantLarge (2),exact,single,hsi_6_0718_210_002,136
sofa table,The sofa table is positioned in front of the TV.,"Yep. Yes, I will try. Let's see here. So we have couch. We have sofa table TV.",hsi_4_0717_211_003_2_000_color.png,Sofa_b5c02446,CoffeeTable_dd16dc6e,exact,single,hsi_4_0717_211_003,2
the painting,The painting hangs next to the table with the computer.,"Yeah, this bla, black color is really... eh, I like the style. Where did you buy that? Uh. Oh yeah yeah [loud click noise], I would love to. I think I would like to have the same. It fits very well at the table with the computer and the, and the painting just next to it.",hsi_3_0715_209_008_23_003_color.png,Chair_204_2,WallPainting3,exact,single,hsi_3_0715_209_008,23
the plant,The plant sits by the window.,"Yes, yeah, I have a plant. It's nice that I have a little water, a little watering can, you know, to go to the plant and go, do, do, do, do, do, do.",hsi_6_0718_209_001_142_002_color.png,HousePlant_8110ba59,HousePlant_8110ba59,exact,single,hsi_6_0718_209_001,142
the rug,The rug stays in the room.,"Yeah, they must, they must have cut it. That's, that's not good. umm But fine, okay. So the the rug stays",hsi_6_0718_222_003_44_000_color.png,Rug,Rug,exact,single,hsi_6_0718_222_003,44
a small table,A small table holds some art statues.,"so the surfaces are clean. Yeah, that's true. Watch. And the tennis racket next to the TV, I mean, Put it so. So for opening to disaster. And then you have a small table over there and you have some art, maybe I think the statues",hsi_4_0717_222_003_63_000_color.png,statue,SideTable_cb8929ce,exact,single,hsi_4_0717_222_003,63
a dog,The dog statue stands right behind you.,"Actually, hold on, before you leave, right behind you, I gotta show you that awesome dog statue, right? It's kind of like a dog.",hsi_6_0718_222_001_128_001_color.png,Dog_Statue_1,Dog_Statue_1,exact,single,hsi_6_0718_222_001,128
the TV,The painting hangs as a focal point near the TV.,"I mean, eh for that, I think you have too much happening on this room. I mean, it's not about liking, I think it's about position. So I think these two fit really nicely together because they have the same style, the same framing, kind of. This one is a little bit off. So I would maybe move this one here. And then you have one focal point here with the TV.",hsi_7_0719_222_004_62_000_color.png,painting,Television_f9d000b1,exact,single,hsi_7_0719_222_004,62
the big one,The big television is mounted on the wall.,"i really don't know what to do with the tele oh do you know what we do i have an idea we build eeh uh like um Cabinet I've done this for another client. So we build a cabinet and then we fix a remote control So that the television when you don't look at it, it goes down So it's only up when you watch television That one, the big one.",hsi_5_0718_211_003_33_001_color.png,Television_f5fb6360,Television_f5fb6360,exact,single,hsi_5_0718_211_003,33
the fireplace,The fireplace is located where the TV could be placed.,"Ah, y- eh you mean the desk for the mm, yeah. I mean, that desk is a little bit uh confusing in position, because because you have the fireplace here, and maybe you want to make that your focal point. Because uh maybe the TV would look really nice on top of the of the fireplace, and then you can move the desk toward this area here, maybe next to the window, which would be nice if you work here to have some natural light while you're working. I think that would be nice.",hsi_7_0719_209_003_25_001_color.png,Desk_204_1,Fireplace,exact,single,hsi_7_0719_209_003,25
The desk,The desk stands against the wall near the fireplace.,"I don't know, that's a bit heavy, I think. Eh I think you should need something that... be- be- I I'm not really into those things where you can put things underneath them, because y- you just collect dust. That one. The desk.",hsi_5_0718_209_003_18_000_color.png,Desk_204_1,Desk_204_1,exact,single,hsi_5_0718_209_003,18
the statue,The statue stands right in front of you.,"But it's. I think I put a blanket over there, a black blanket, which is a bit confusing cause it it looks a bit like there's a hole there. But that's fixable. I could just take it off. And also I I, that is a gift from a friend, the statue right behind you, right in front of you.",hsi_4_0717_210_001_34_001_color.png,StatueJacket1,StatueJacket1,exact,single,hsi_4_0717_210_001,34
a light one,The light statue stands on a pillar by the wall.,"Well, maybe they should have like, wouldn't it be cool to have like pillars for each one? And maybe they could be over like by that wall. Well, on a pillar. I mean, if the... because there's a black one and a light one.",hsi_4_0717_210_003_44_001_color.png,statue,Statue_b7418b43,exact,single,hsi_4_0717_210_003,44
lights,The chandelier hangs from the ceiling.,"Uh, there's no, what are you, oh, the chandelier, the chandelier, yeah, yeah, from the ceiling. Um, yeah, it's, it's really redundant. You might have noticed I actually have a ton of lights all along the ceiling.",hsi_6_0718_227_001_135_000_color.png,Chandelier,CeilingLights,exact,single,hsi_6_0718_227_001,135
the rug,The rug lies next to the desk.,"And I think the bins, they will have to be somewhere else. The blue bin and the red bin. Now, they're a bit. Misplaced. I feel Or maybe if you want to keep one then keep the red one cuz that goes well together with with the rug and you can have that next to your desk.",hsi_4_0717_222_003_47_003_color.png,garbage bin,Rug,exact,single,hsi_4_0717_222_003,47
an ugly lamp,An ugly lamp stands in the middle of the room.,"Okay [spn] I'm kind of seeing it now. So if you if you take this and put there, you're kind of like breaking up the space, right? It's like, uh, it's like when you go to an art gallery, and there's like a bench in the middle, right? Except here, there's an ugly lamp.",hsi_6_0718_222_003_84_000_color.png,FloorLamp_0211624d,FloorLamp_0211624d,exact,single,hsi_6_0718_222_003,84
this sofa,The sofa faces the television for movie watching.,"Yes, yes. I mean, this is a movie style. I really like to watch movies. And then this ah s-, this sofa is really working for that. So, the whole set is just put to be able to see the movies.",hsi_7_0719_227_002_59_000_color.png,Television_905e84a9,Sofa_8bd689dc,exact,single,hsi_7_0719_227_002,59
The desk,The desk stands in the beautiful room.,"Yes, and and now you have [spn] like the the the desk there. Why why do you have a desk in this beautiful room? And and why do you have the sofa? C- could I be frank and and just say directly what we should get rid of? Eh. The desk, you you can't have that here because it's eh ruining the whole atmosphere.",hsi_5_0718_209_003_7_000_color.png,Desk_204_1,Desk_204_1,exact,single,hsi_5_0718_209_003,7
the couch,The couch has a mark on it.,"Yeah, but it's, nn not really not so high, it's just that I'm too small. Yeah, but you have longer arms, I think. Yeah, what else? Oh, that mark on the, on the couch, you see?",hsi_3_0715_210_010_85_001_color.png,sofa,Sofa_b5cc7b35,exact,single,hsi_3_0715_210_010,85
this window,The window stretches up to the fourth floor of the building.,"a lot of black money for for a place like this. but No, no, no, it was like this. So what I think is that this was actually The whole area actually, the whole building was a factory. So, eh,  like this window, it's windows all the way up to the fourth floor.",hsi_5_0718_211_002_6_000_color.png,Window_4c44c73f,Window_4c44c73f,exact,single,hsi_5_0718_211_002,6
Table with a TV on it,The table with a TV on it is moved to the side.,"And uh, then you move the Table with a TV on it to this side instead because they have like that table, the lamp and the chair, they go together, nicely you take this sofa and put that on that wall instead.",hsi_4_0717_211_003_27_000_color.png,TVStand_5591333a,TVStand_5591333a,exact,single,hsi_4_0717_211_003,27
a different remote,A different remote lies on the stained purple pillows.,"Were you drinking coffee or eating here? I mean, this has... I- It's it's full of stains. The the the purple pillows. Uh-huh, okay. I really hope it is water only, please. This is a different remote.",hsi_7_0719_211_004_62_001_color.png,RemoteControl_6b6acd0d,RemoteControl_6b6acd0d,exact,single,hsi_7_0719_211_004,62
chair,The armchair sits alone in the room.,"your armchair and that's the only chair or you don't have any sofa or anything and we just just have things like that little cushion there or even, uh, the sack of bags",hsi_5_0718_210_003_45_000_color.png,ArmChairMesh,ArmChairMesh,exact,single,hsi_5_0718_210_003,45
this book,The book sits next to the badminton rackets.,"ah same as Europe, America. And and that's, I I I I think you can see, I think I've actually managed to make something ehm of it. A- nd, you know, ehm, Also th- this book together with the badminton rackets. Eh, I, That's not placed there by accident. Eh It's actually one of the world's greatest eh badminton players, eh Sarah Nicholson.",hsi_5_0718_222_002_54_000_color.png,Tennis_Racquet_4,Book_28,exact,single,hsi_5_0718_222_002,54
red bin,The red bin is next to the blue bin.,"And I think the bins, they will have to be somewhere else. The blue bin and the red bin.",hsi_4_0717_222_003_44_001_color.png,garbage bin,RedGarbageCan_97c506a7_2,exact,single,hsi_4_0717_222_003,44
the ceiling,The lamp hangs from the ceiling.,"uh, yeah, I should probably put something in the in the ceiling.",hsi_4_0717_211_001_58_000_color.png,lamp,ceiling,exact,single,hsi_4_0717_211_001,58
a beautiful chair,The beautiful chair stands prominently in the room.,"I mean, because look at this. I mean, would, would a crazy person have, have a beautiful chair like this?",hsi_6_0718_210_001_30_000_color.png,Chair_c6d435d0,Chair_c6d435d0,exact,single,hsi_6_0718_210_001,30
chandelier,The chandelier is placed in the box.,"This one's like, it's like, it's been completely screwed, it's like yeah ,yeah, yeah [spn] yeah just Yeah, yeah, yeah, just like pick it up, box, actually yeah, instead, instead of throwing just things out, put it, put it in the box. Pillow, box, uh, chandelier, box, right?",hsi_6_0718_227_002_99_002_color.png,pillow,Chandelier,exact,single,hsi_6_0718_227_002,99
the wall,The painting hangs on the wall.,"Yeah, I have. It's great in the mornings. I really love my the pictures I have on the wall.",hsi_3_0715_209_006_11_001_color.png,painting,Wall,exact,single,hsi_3_0715_209_006,11
the chair,The chair is awkwardly placed between the two statues.,"even the suggestion of harmony between two statues is too much for you. Wow. Wow. I see. I see. I see. Okay. I can respect that. I can respect that. uh Okay. Let's see. Yeah. I mean I mean, this doesn't even make any sense. Why Why is there the chair?",hsi_6_0718_210_002_65_000_color.png,Chair_c6d435d0,Chair_c6d435d0,exact,single,hsi_6_0718_210_002,65
this lamp,The floor lamp stands next to the TV.,"the TV? Well, I'm just wondering, did it work well and did you take care of it? You didn't watch the TV? Uh-huh. Okay. Fair enough. But this lamp is looking very...",hsi_4_0717_209_002_54_000_color.png,FloorLamp_4062327b,FloorLamp_4062327b,exact,single,hsi_4_0717_209_002,54
The box,The box sits next to the plant.,"I'm supercharging my plant right there. In a few months it's going to be growing through the roof. so much, So much stuff. Yeah, yeah, yeah, yeah I'd say so, I'd say so. uh What else do I... I mean, yeah. The box?",hsi_6_0718_222_001_156_000_color.png,Box_7d6b3e2c,Box_7d6b3e2c,exact,single,hsi_6_0718_222_001,156
the big screen,The big screen is positioned with a lamp to its right.,"Okay, let's see. Then we could, eh, if we put, yeah, then we will have two lamps. But with the big screen we could maybe have the lamp to the right and we make this little reading place here.",hsi_3_0715_210_011_30_000_color.png,FloorLamp_82e14abb,Television_01800a8c,exact,single,hsi_3_0715_210_011,30
a designer bin,The designer bin stands beside the kitchen counter.,"Yes, of course, but but uh [laughter] why would you like that one? Eh... don't you want a smaller one? Alright ah but ah because it's a designer bin, um... but... so it's not not very expensive, but eh c- could you... pay something for it?",hsi_5_0718_209_002_31_001_color.png,GarbageCan_cf0fc6b1,GarbageCan_cf0fc6b1,exact,single,hsi_5_0718_209_002,31
the desk,The desk is positioned against the wall.,"You moved it. Hmm. Okay. And that weird waste bin over there, is that something you put there? That's good, but it looks, uh you can bring that with you, okay. Cause I don't really like it. I think it's ugly. And how about the cleaning is like the, the desk? Is it, did you dust it?",hsi_4_0717_209_002_12_000_color.png,Desk_204_1,Desk_204_1,exact,single,hsi_4_0717_209_002,12
the TV,The TV is positioned on the surface near the tennis racket.,"Clean up a bit so you don't have tennis rackets and books lying around and watches and stuff. Just so the surfaces are clean. Yeah, that's true. Watch. And the tennis racket next to the TV, I mean,",hsi_4_0717_222_003_60_002_color.png,surfaces,Television_f9d000b1,exact,single,hsi_4_0717_222_003,60
the remote control,The remote control lies where the TV used to be.,"you don't need a remote control as you I understood it that you didn't want television no, so you can just, uh wherever you put the TV you put the remote control it's no problem",hsi_5_0718_210_003_71_001_color.png,RemoteControl_827d4f47,RemoteControl_827d4f47,exact,single,hsi_5_0718_210_003,71
the tele,The tele stands near the electric fireplace.,"Yeah, it's, I mean, it's actually, it's just, eh, it looks like a fireplace, but it's, it's one of those new electric ones. So like [spn] there's like a button here. Yeah, this, this remote, it's not just for the television. The remote also turns on the tele, uh",hsi_6_0718_222_001_19_001_color.png,fireplace,Television_f9d000b1,exact,single,hsi_6_0718_222_001,19
the floor,The gray floor lies beneath the dresser.,"Ah... I mean, I think in this case, you should decide because ah so the flooring is gray. So uh I don't know if the furniture should be gray, same as the floor",hsi_7_0719_209_003_13_001_color.png,Dresser_29dd319f,floor,exact,single,hsi_7_0719_209_003,13
Phone,The phone lies next to the broken pot.,"like, like, what's reasonable, right? cause people, when they see a pot, they're like, it shouldn't be broken, right? But if it's, if it's already comes broken, it's like you're telling them, this is me, I'm free, I can do what I want. It's also kind of intimidating, uh Let's see, what else? Phone.",hsi_6_0718_211_002_92_000_color.png,CellPhone_673ecda8,CellPhone_673ecda8,exact,single,hsi_6_0718_211_002,92
phone,The phone lies on the bookcase.,"because I really think, as you already pointed out, there, there are, you see there are not many colors here, the, the roof, the ceiling is quite dark and I really wanted to add some colors, uh, so it doesn't seem too boring actually because you know, I wanted it to be Describe me. I wanted the room to describe me as a person. I'm structured if you can't think that when I just throw my phone and things like that, but I'm, I'm very structured and But I have a very vivid fantasy",hsi_5_0718_211_002_47_000_color.png,BookCase_a34d9887,CellPhone_673ecda8,exact,single,hsi_5_0718_211_002,47
the other woman,"The other woman, a fertility statue shard, was found in California.","car. In the summer. And we found that in a little village. And I, I think it's so beautiful. She's standing like, I don't know, something noble with her. Something, yeah, I don't know how to say it. Something fragile, but still strong. Yeah, and, I, eh, the other woman, eh, we found her in California, actually.",hsi_3_0715_209_006_54_000_color.png,Fertility_Statue_Shards_1,Fertility_Statue_Shards_1,exact,single,hsi_3_0715_209_006,54
